"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDU14","OUT049",4022.4157181201
"FDY47","OUT019",218.0527591538
"FDI56","OUT049",1557.97363361618
"DRD01","OUT013",1014.26840803681
"FDM22","OUT046",986.403552191209
"FDH33","OUT013",733.689901008787
"DRZ24","OUT013",1903.71431951293
"NCQ38","OUT046",1683.00006678783
"FDO16","OUT027",2810.35809155576
"FDU07","OUT027",3873.91163807767
"NCB07","OUT013",3067.04299741999
"FDU48","OUT045",2027.85582985156
"NCM43","OUT045",2569.42440406823
"FDR31","OUT010",478.959893187123
"DRK49","OUT018",397.092800874544
"NCI30","OUT010",1899.38058106372
"DRD60","OUT017",2972.95255568678
"NCG19","OUT046",3667.4315625106
"FDH12","OUT035",1820.60345414177
"FDM32","OUT035",1641.23217354054
"FDM27","OUT035",2671.39186857104
"NCU53","OUT027",4092.87159399361
"NCQ18","OUT046",1546.38021114896
"FDS10","OUT013",2898.59251484376
"FDB33","OUT027",4004.93775421631
"FDI12","OUT013",1444.5255751832
"NCW42","OUT013",3520.22640372661
"NCC06","OUT018",1745.5450558068
"FDW02","OUT017",2148.26257265806
"NCD43","OUT017",1755.44122907675
"FDM57","OUT018",1111.3669759624
"FDA58","OUT017",3845.58069925244
"FDK56","OUT046",2934.91091600371
"FDP52","OUT045",3626.77275068185
"FDW20","OUT018",1719.96101105914
"FDS52","OUT049",1719.29733226971
"NCT29","OUT018",1619.59496793131
"NCL54","OUT013",2807.1734808533
"FDC05","OUT045",3086.83405740764
"FDF34","OUT035",3313.093865172
"FDP03","OUT027",3467.78743430688
"FDD32","OUT010",-517.186426102173
"FDZ10","OUT045",1975.82455144215
"FDZ40","OUT035",1060.71550131846
"FDD51","OUT018",435.503698381013
"NCY30","OUT019",934.077814797106
"FDP58","OUT017",3570.59095620832
"FDV49","OUT017",4232.47437404578
"FDY24","OUT019",-1004.63119676706
"NCO55","OUT017",1799.32261176703
"FDR13","OUT017",2013.28831310014
"FDS51","OUT017",1154.40419154811
"FDP26","OUT045",1588.33487162922
"NCB54","OUT027",3491.27684443389
"FDF32","OUT017",3223.38682272733
"FDN31","OUT018",2727.58941984343
"DRM48","OUT017",666.070957855936
"FDN20","OUT049",2819.73779054953
"DRL01","OUT046",3710.1255547132
"FDV56","OUT049",1881.52789395938
"DRH13","OUT027",3170.59699897389
"FDA03","OUT017",2499.74009506638
"FDF47","OUT027",5009.20220552625
"FDX32","OUT046",2416.54373007986
"FDX57","OUT049",1706.13988060188
"NCA30","OUT045",2899.47457985086
"FDO49","OUT013",903.070821908626
"FDL04","OUT019",-237.596568300282
"DRM48","OUT035",729.389872244505
"FDR16","OUT013",3450.72426251964
"NCC19","OUT018",2728.97884514358
"NCE42","OUT045",3629.94737216821
"FDY24","OUT017",1055.66961369704
"FDH19","OUT049",2892.84849669378
"FDJ46","OUT013",2813.23596575195
"FDN45","OUT010",1638.97863355173
"FDY08","OUT035",2448.96479994739
"FDZ37","OUT035",1586.87106028427
"NCT30","OUT045",691.021302843689
"DRY23","OUT018",437.535556443957
"NCZ30","OUT018",1640.86941460275
"FDC44","OUT018",1526.17505884737
"FDB45","OUT035",1844.21797587009
"FDY04","OUT013",2691.14660312323
"FDM27","OUT046",2569.71184579677
"FDZ43","OUT017",3958.97149100958
"FDT39","OUT019",585.151290273782
"NCC06","OUT019",95.1029436167224
"FDL15","OUT027",3921.94035325435
"FDL57","OUT017",4185.55210339029
"FDU08","OUT046",1606.64895015289
"FDK40","OUT017",4230.14744692358
"FDQ12","OUT010",1715.65274240688
"FDS48","OUT017",2547.61764569125
"FDP09","OUT045",3336.78579108868
"FDW21","OUT049",1755.25209291253
"FDY25","OUT035",3024.5089238982
"DRE13","OUT017",1473.90344566962
"FDV43","OUT019",-1185.15570790362
"FDD22","OUT045",1724.17021829839
"FDM46","OUT019",-432.910531308259
"NCO30","OUT010",999.198063243336
"FDM25","OUT046",2806.9854404643
"NCN41","OUT049",2041.68560929642
"FDU24","OUT045",1454.31646856376
"FDZ50","OUT046",2947.87729961704
"FDP45","OUT013",4036.45376263858
"NCM54","OUT045",1910.35159499737
"FDW10","OUT019",899.614885207105
"FDP20","OUT017",2154.32214859747
"FDK32","OUT046",2495.59554418519
"FDN52","OUT049",1533.11157544647
"FDM58","OUT045",1760.93014751121
"FDZ46","OUT027",3235.19639509602
"NCA18","OUT018",1564.62170746557
"FDD35","OUT046",1963.85741956899
"NCK31","OUT035",968.750505775254
"FDI40","OUT027",3089.73058076025
"FDT50","OUT019",-313.10812397495
"NCT06","OUT046",2613.60242663065
"FDT31","OUT035",3143.25657886576
"FDT45","OUT049",1007.48742282085
"FDT13","OUT045",2902.24290038184
"FDO50","OUT045",1388.68782674352
"NCU18","OUT010",337.507669941067
"NCR54","OUT049",3138.63902781639
"NCO18","OUT018",2536.67603754855
"FDU09","OUT045",937.005100550222
"FDT13","OUT018",2700.56299874754
"FDE09","OUT046",1817.75843996427
"NCK53","OUT019",-286.780000813281
"FDG45","OUT049",3504.12988519685
"DRH15","OUT035",869.835249779533
"FDO21","OUT019",1727.70001361607
"FDD14","OUT027",4346.92478224482
"FDC09","OUT046",1711.60632304619
"FDH45","OUT027",2216.50673022515
"FDV32","OUT046",1108.93711565948
"FDG12","OUT035",2096.55601331559
"FDS32","OUT013",2369.1894541591
"NCL55","OUT018",3647.1750877242
"DRE01","OUT035",3940.16781740928
"DRE15","OUT049",1328.65697396765
"NCL42","OUT045",3785.49334214228
"FDP31","OUT013",1149.08780873679
"FDN33","OUT018",1269.67712890856
"FDZ59","OUT046",2670.68960253262
"FDE45","OUT010",937.80434765814
"FDJ07","OUT013",1926.24417332227
"FDQ45","OUT018",2715.56296323164
"FDM33","OUT027",4944.63965147327
"FDO15","OUT010",-646.128838334583
"FDM46","OUT013",1511.66509337481
"FDR03","OUT045",3274.13104132622
"FDY49","OUT018",2437.36347146284
"FDQ60","OUT045",1856.28639387134
"FDW10","OUT049",2913.93821170404
"FDO51","OUT049",882.737276787941
"FDJ40","OUT018",1508.02841878832
"FDS20","OUT018",2631.74790542652
"FDU45","OUT013",1890.80309379122
"FDV02","OUT035",2845.43617050246
"FDN09","OUT046",3833.54874358141
"NCM55","OUT027",4391.09024483792
"FDN23","OUT018",2098.96086557873
"FDY31","OUT010",450.093926302283
"FDW03","OUT010",-162.276891876316
"FDD14","OUT046",2885.65662708874
"FDV23","OUT017",2089.04613898804
"DRI03","OUT045",2721.45513181961
"FDN13","OUT035",1714.5889704007
"FDF45","OUT027",2528.05275053952
"FDU46","OUT035",1617.86993187796
"FDB57","OUT049",3694.2214094982
"FDV12","OUT049",1736.02614656419
"FDQ58","OUT013",2493.32637906124
"NCA18","OUT017",1926.05033339256
"FDH52","OUT049",1178.02009290522
"FDM24","OUT018",2182.82446272035
"NCP43","OUT027",4319.19825508263
"NCO18","OUT019",889.178610867673
"FDM32","OUT017",1592.75695732642
"NCL07","OUT017",717.357682038831
"FDK03","OUT013",4032.68637861397
"FDP59","OUT017",1781.76592725679
"FDQ24","OUT049",4024.47118367117
"FDQ16","OUT018",1480.36823183319
"FDU44","OUT013",2665.64405694546
"FDH28","OUT010",-1260.87873573455
"FDV28","OUT019",-1318.58199333048
"FDM22","OUT045",900.23118128393
"FDR56","OUT046",3139.67728878188
"FDV39","OUT049",3207.45243866271
"FDU37","OUT019",-583.934128633487
"FDQ11","OUT010",2138.64116715282
"FDX02","OUT045",3475.53796301844
"NCS42","OUT018",1180.43495349712
"FDY57","OUT027",3014.28090393267
"FDB21","OUT049",3900.29173655011
"FDE28","OUT017",3766.31942162724
"FDQ55","OUT017",1980.99135227457
"FDA48","OUT049",3619.02099711668
"FDZ19","OUT045",2716.56478689645
"NCC43","OUT045",3849.76382527157
"NCV18","OUT046",1278.49048696654
"NCA42","OUT018",2255.34697408911
"FDY45","OUT046",4033.03760983772
"NCC30","OUT045",2751.67319842193
"FDM57","OUT013",1457.52994658099
"FDL09","OUT010",781.74669103715
"FDB09","OUT027",3451.30640661992
"FDT44","OUT035",2045.01907451092
"NCT06","OUT027",4055.85847538815
"FDX26","OUT049",2994.68158228864
"FDK32","OUT013",2556.05624767519
"DRA12","OUT046",2307.79141074675
"FDO46","OUT010",1128.07306349193
"FDE52","OUT013",1469.00263259978
"NCH42","OUT045",3549.16186487912
"FDV08","OUT035",863.124304734411
"FDB47","OUT018",3100.57893044647
"FDC28","OUT010",-150.23950899231
"FDD22","OUT046",1824.0875597137
"FDS07","OUT027",3296.65947349085
"DRI13","OUT045",3382.22586084525
"FDG32","OUT018",3253.9916106471
"FDU14","OUT017",4030.27157564729
"FDD28","OUT019",-907.863450407261
"NCP41","OUT017",1852.57322470253
"FDS08","OUT049",2900.07087599013
"FDX47","OUT045",2506.02813623583
"FDC53","OUT019",-272.959560083406
"FDQ19","OUT035",4007.78132199123
"FDL14","OUT045",2471.07273450024
"FDM33","OUT019",1615.90529795532
"FDA51","OUT045",1756.59454111967
"FDZ27","OUT018",545.567959183994
"FDT04","OUT046",672.51895273917
"DRC13","OUT049",2118.42246076574
"FDR16","OUT027",4903.64127791994
"FDQ03","OUT027",5211.035963591
"FDE38","OUT035",2828.47551946071
"DRH23","OUT027",2378.77166344359
"FDT11","OUT019",1117.86369516504
"FDD09","OUT035",3022.72724104403
"FDR40","OUT045",1301.86602067906
"FDX07","OUT017",3078.62026615439
"FDR07","OUT035",1712.58710743224
"FDA51","OUT017",1944.1776605898
"FDT59","OUT019",1752.77045634853
"FDF20","OUT017",3201.50045936472
"FDR13","OUT045",1813.39978681166
"FDY26","OUT049",3499.66828752878
"FDW04","OUT017",2206.8071094352
"FDK52","OUT017",3693.94693005678
"FDN60","OUT049",2614.65119588608
"FDM09","OUT019",871.005044229218
"FDP46","OUT049",1521.69915543622
"FDB50","OUT019",-663.147003284484
"NCQ29","OUT049",4118.93971793069
"FDP16","OUT027",5310.07235454251
"FDX33","OUT018",2352.73377312874
"FDP07","OUT010",1182.16825353561
"FDN22","OUT046",3978.11450255607
"FDF39","OUT049",4229.32770678484
"FDS21","OUT017",1195.56124498309
"NCM42","OUT013",1725.24717371054
"FDK50","OUT019",726.999525408096
"DRF13","OUT027",3819.74948243881
"FDH35","OUT018",2364.261273596
"FDP60","OUT018",1320.41537492625
"DRJ49","OUT027",3515.15554693931
"NCT42","OUT019",476.580404017873
"FDE38","OUT049",2779.99862889901
"FDI04","OUT049",3263.54107366249
"NCH54","OUT045",2435.79586306051
"FDT56","OUT049",1137.65374039793
"DRD15","OUT018",3381.89685535355
"FDV58","OUT013",3093.31481566091
"FDP21","OUT049",3123.42549238221
"FDH05","OUT013",3744.39842565512
"FDR10","OUT027",4066.64153096021
"NCP06","OUT045",2318.43782478308
"FDF33","OUT049",1806.62415095386
"DRK37","OUT013",3003.7045058512
"DRH49","OUT045",1282.35302225044
"FDT58","OUT013",2717.84454085929
"FDD41","OUT018",1430.64822500543
"FDP40","OUT018",1535.57722314713
"FDM51","OUT027",3125.72015840956
"FDO45","OUT010",-465.375025555236
"FDW33","OUT010",-211.627522876889
"FDY24","OUT045",868.518611021882
"FDB10","OUT010",1839.42287000654
"FDM40","OUT035",2419.57850827442
"NCI06","OUT017",2948.89884645889
"FDW12","OUT019",471.601430023978
"FDX48","OUT027",3988.04511647061
"NCW05","OUT027",3132.44562923585
"FDX27","OUT017",1657.66526847985
"DRM37","OUT045",3034.36167075674
"FDA38","OUT045",3737.33655936885
"FDR36","OUT046",688.384197877133
"FDZ45","OUT046",3144.43137341838
"FDG05","OUT017",2683.5557487133
"FDK28","OUT013",4070.71404084234
"FDV47","OUT045",1307.37108920012
"FDN21","OUT045",2517.81772232202
"FDP20","OUT027",3490.17432666724
"FDI35","OUT045",2835.28338633171
"DRY23","OUT013",770.759940315867
"FDA56","OUT017",2084.62053990532
"FDB09","OUT013",2008.3643539309
"NCO26","OUT027",3289.37780391104
"FDQ49","OUT018",2283.30235622491
"FDI52","OUT027",3389.09264112735
"FDZ44","OUT027",3344.03505504745
"FDZ09","OUT018",2360.95016356593
"FDY03","OUT049",1938.96309554192
"NCG42","OUT017",2141.66488888499
"DRI13","OUT027",4916.58032485787
"FDQ32","OUT013",2089.42365196097
"FDW16","OUT035",1651.45661319783
"FDU27","OUT046",802.397101605193
"FDR28","OUT010",743.556319310836
"FDQ49","OUT010",666.975644426582
"FDS37","OUT046",1859.96026006447
"FDW26","OUT018",3255.51032374886
"FDX12","OUT018",3568.64417919617
"NCP06","OUT013",2437.74505734916
"FDW45","OUT010",453.244516973757
"NCN30","OUT049",1595.99853689482
"FDN24","OUT049",979.751758233586
"NCL41","OUT027",1963.82529195059
"FDR02","OUT019",-140.930826685448
"FDD09","OUT010",982.476222900115
"FDS33","OUT010",-474.569890789505
"FDU22","OUT045",1845.8392034463
"FDI53","OUT013",2660.53168555475
"DRH01","OUT049",2875.00815409386
"FDX32","OUT013",2395.44475379866
"NCP30","OUT018",355.793756153665
"FDB60","OUT045",3026.59396749996
"FDB14","OUT049",1629.59512368407
"NCP02","OUT035",1099.0598331422
"FDJ10","OUT017",2422.70399473932
"FDG34","OUT046",1830.07748825214
"NCB18","OUT017",1490.74612046555
"FDM16","OUT049",1335.98869724168
"FDW25","OUT018",1080.67851394209
"FDB35","OUT010",-396.963702064343
"DRN11","OUT013",2317.72092256569
"FDF41","OUT019",1967.71809852667
"FDH16","OUT045",1349.79093970334
"NCQ50","OUT018",3091.11988535091
"DRH23","OUT018",654.07316611073
"DRJ37","OUT013",2467.50312778079
"DRJ24","OUT027",4355.40651890795
"FDY16","OUT035",3087.19303595585
"FDQ27","OUT045",1657.82073006321
"FDZ33","OUT045",2335.557222661
"FDF29","OUT045",2065.62484823345
"FDA08","OUT049",2769.9185421328
"FDG31","OUT046",1103.03206841411
"FDE34","OUT019",1020.05232975685
"NCR30","OUT027",2602.54322508718
"FDV33","OUT035",4243.42650526628
"DRZ24","OUT018",1623.2917913953
"NCL54","OUT035",2874.91782550847
"FDR12","OUT049",2900.43439882287
"NCC54","OUT046",3786.06748595885
"DRN59","OUT013",787.426993259607
"FDX50","OUT019",-147.898624183406
"FDV31","OUT027",4291.63604142868
"NCA29","OUT027",4182.92212320722
"FDW60","OUT049",2961.3300077601
"FDX08","OUT017",3021.5364430398
"DRD49","OUT013",3727.19101319832
"FDD33","OUT046",3662.01071834117
"FDW35","OUT013",739.060605828463
"FDJ36","OUT017",1779.98718219602
"FDV51","OUT035",2807.48432032158
"FDW36","OUT046",1705.22905267911
"FDH35","OUT046",2659.93224976326
"NCS30","OUT027",3492.36671311565
"FDN49","OUT017",753.964323656773
"FDL08","OUT018",3606.12788056076
"FDI09","OUT013",3835.98834396628
"FDP19","OUT018",1771.07639977255
"FDU21","OUT010",-1340.15689572925
"NCP41","OUT045",1650.87575240937
"FDY10","OUT013",1848.54280079865
"FDP12","OUT018",357.82830305963
"NCN26","OUT049",1927.78215770658
"FDK44","OUT013",2812.09648810364
"FDC28","OUT049",1843.56381660627
"FDJ41","OUT027",5564.64976395174
"NCT29","OUT035",2096.2215710082
"NCH42","OUT019",1692.94378173448
"FDU60","OUT018",2436.67529400303
"FDS02","OUT045",3000.51649324044
"FDC51","OUT046",2009.10790158874
"FDU03","OUT013",2959.73396368916
"FDX39","OUT045",3351.36447475831
"NCY05","OUT010",-1333.52257240797
"NCL06","OUT027",5478.93940033736
"FDD32","OUT035",1491.11173309115
"NCN41","OUT045",1874.28876205129
"NCX53","OUT049",2387.86328563381
"FDU57","OUT019",561.232962386217
"FDQ23","OUT046",1671.55512079553
"FDQ52","OUT045",3825.48147354065
"FDC14","OUT045",638.440480209954
"FDY09","OUT035",2979.91474850187
"FDQ28","OUT045",2487.85528048947
"FDV25","OUT046",3515.06986910139
"FDJ07","OUT035",2005.45209324463
"DRB25","OUT049",1782.26393421985
"FDK52","OUT019",1663.24259041312
"FDY52","OUT027",2528.93414770024
"FDB28","OUT046",3105.91959946806
"FDT36","OUT035",718.325178436366
"FDV25","OUT017",3633.84665033586
"NCN07","OUT027",3512.8778612442
"FDC57","OUT017",3212.64978688855
"FDQ03","OUT018",3491.8238771239
"FDU23","OUT017",2780.13088419486
"NCX41","OUT035",3532.37983699924
"NCD06","OUT035",887.913829993003
"FDW08","OUT045",1636.42836896029
"NCU29","OUT017",2444.89160006377
"NCE06","OUT013",2577.33422718491
"FDV52","OUT010",-17.3265072566164
"FDB02","OUT017",2962.1134065147
"NCR18","OUT045",623.681572292494
"FDK16","OUT049",1601.61118429963
"NCQ29","OUT010",2095.81449082869
"FDZ01","OUT019",-183.544506737906
"FDW27","OUT035",2686.72515887727
"FDD17","OUT018",3479.84049223314
"FDW39","OUT013",2884.84939681438
"DRH59","OUT045",1085.26594067599
"FDS52","OUT013",1673.77571087271
"FDU40","OUT027",4533.74592862964
"NCF54","OUT013",2771.84843486597
"FDH46","OUT045",1640.6179909164
"NCP14","OUT049",1717.86071819089
"FDH50","OUT049",3055.93386675262
